CPI_Target_Plan;CDR_SSDV_S0_Plan;Weight_S2_Plan;RangeObj_Plan;CDR_DTR_Plan;Non-Critical_Error_Target_Plan;CDR_SSDV_S1_Plan;CDR_SDD_Plan;Weight_Plan;FRR_SST_Plan;CDR_SL_Plan;Drag_Coef_Plan;BurnRate_Planned_S1;BurnRate_Planned_S0;Critical_Error_Target_Plan;BurnRate_Planned_S3;BurnRate_Planned_S2;CDR_SSDV_S3_Plan;Budget_Planned_Total;Budget_Planned_S1;CostVar_Plan;Budget_Planned_S0;Budget_Planned_S3;Budget_Planned_S2;CDR_VVSIL_Plan;SchedVar_Plan;CDR_ED_Plan;SPI_Target_Plan;PropulsionEff_Plan;Weight_S1_Plan;BurnRate_Planned_Total;CDR_SSDV_S2_Plan;
1.0;30.440999999999907;2420.761199999967;5200.0;40.0;73.36499999999997;30.440999999999907;25.0;9577.701199999816;25.0;25.0;2.5795650000000476;1.41;1.33;2.9565000000000086;0.52;3.52;28.46999999999995;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;38.290000000000035;1.0;1240.0;7206.940000000048;6.78;50.16999999999955;
1.0;30.579999999999906;2420.855999999967;5200.0;40.0;73.69999999999996;30.579999999999906;25.0;9578.055999999815;25.0;25.0;2.579700000000048;1.41;1.33;2.9700000000000086;0.52;3.52;28.599999999999948;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;38.38000000000004;1.0;1240.0;7207.200000000048;6.78;50.32999999999954;
1.0;30.718999999999905;2420.950799999967;5200.0;40.0;74.03499999999995;30.718999999999905;25.0;9578.410799999814;25.0;25.0;2.579835000000048;1.41;1.33;2.9835000000000087;0.52;3.52;28.729999999999947;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;38.47000000000004;1.0;1240.0;7207.460000000048;6.78;50.48999999999954;
1.0;30.857999999999905;2421.0455999999667;5200.0;40.0;74.36999999999995;30.857999999999905;25.0;9578.765599999813;25.0;25.0;2.5799700000000483;1.41;1.33;2.9970000000000088;0.52;3.52;28.859999999999946;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;38.560000000000045;1.0;1240.0;7207.7200000000485;6.78;50.64999999999954;
1.0;30.996999999999904;2421.1403999999666;5200.0;40.0;74.70499999999994;30.996999999999904;25.0;9579.120399999812;25.0;25.0;2.5801050000000485;1.41;1.33;3.010500000000009;0.52;3.52;28.989999999999945;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;38.65000000000005;1.0;1240.0;7207.980000000049;6.78;50.80999999999953;
1.0;31.135999999999903;2421.2351999999664;5200.0;40.0;75.03999999999994;31.135999999999903;25.0;9579.475199999812;25.0;25.0;2.5802400000000487;1.41;1.33;3.024000000000009;0.52;3.52;29.119999999999944;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;38.74000000000005;1.0;1240.0;7208.240000000049;6.78;50.96999999999953;
1.0;31.274999999999903;2421.3299999999663;5200.0;40.0;75.37499999999993;31.274999999999903;25.0;9579.82999999981;25.0;25.0;2.580375000000049;1.41;1.33;3.037500000000009;0.52;3.52;29.249999999999943;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;38.830000000000055;1.0;1240.0;7208.500000000049;6.78;51.12999999999953;
1.0;31.413999999999902;2421.424799999966;5200.0;40.0;75.70999999999992;31.413999999999902;25.0;9580.18479999981;25.0;25.0;2.580510000000049;1.41;1.33;3.051000000000009;0.52;3.52;29.379999999999942;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;38.92000000000006;1.0;1240.0;7208.760000000049;6.78;51.28999999999952;
1.0;31.5529999999999;2421.519599999966;5200.0;40.0;76.04499999999992;31.5529999999999;25.0;9580.539599999809;25.0;25.0;2.5806450000000494;1.41;1.33;3.064500000000009;0.52;3.52;29.50999999999994;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;39.01000000000006;1.0;1240.0;7209.02000000005;6.78;51.44999999999952;
1.0;31.6919999999999;2421.614399999966;5200.0;40.0;76.37999999999991;31.6919999999999;25.0;9580.894399999808;25.0;25.0;2.5807800000000496;1.41;1.33;3.078000000000009;0.52;3.52;29.63999999999994;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;39.100000000000065;1.0;1240.0;7209.28000000005;6.78;51.609999999999516;
1.0;31.8309999999999;2421.7091999999657;5200.0;40.0;76.7149999999999;31.8309999999999;25.0;9581.249199999807;25.0;25.0;2.58091500000005;1.41;1.33;3.0915000000000092;0.52;3.52;29.76999999999994;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;39.19000000000007;1.0;1240.0;7209.54000000005;6.78;51.76999999999951;
1.0;31.9699999999999;2421.8039999999655;5200.0;40.0;77.0499999999999;31.9699999999999;25.0;9581.603999999807;25.0;25.0;2.58105000000005;1.41;1.33;3.1050000000000093;0.52;3.52;29.899999999999938;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;39.28000000000007;1.0;1240.0;7209.80000000005;6.78;51.92999999999951;
1.0;32.1089999999999;2421.8987999999654;5200.0;40.0;77.38499999999989;32.1089999999999;25.0;9581.958799999806;25.0;25.0;2.5811850000000502;1.41;1.33;3.1185000000000094;0.52;3.52;30.029999999999937;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;39.370000000000076;1.0;1240.0;7210.06000000005;6.78;52.089999999999506;
1.0;32.247999999999905;2421.993599999965;5200.0;40.0;77.71999999999989;32.247999999999905;25.0;9582.313599999805;25.0;25.0;2.5813200000000505;1.41;1.33;3.1320000000000094;0.52;3.52;30.159999999999936;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;39.46000000000008;1.0;1240.0;7210.320000000051;6.78;52.2499999999995;
1.0;32.38699999999991;2422.088399999965;5200.0;40.0;78.05499999999988;32.38699999999991;25.0;9582.668399999804;25.0;25.0;2.5814550000000507;1.41;1.33;3.1455000000000095;0.52;3.52;30.289999999999935;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;39.55000000000008;1.0;1240.0;7210.580000000051;6.78;52.4099999999995;
1.0;32.52599999999991;2422.183199999965;5200.0;40.0;78.38999999999987;32.52599999999991;25.0;9583.023199999803;25.0;25.0;2.581590000000051;1.41;1.33;3.1590000000000096;0.52;3.52;30.419999999999934;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;39.640000000000086;1.0;1240.0;7210.840000000051;6.78;52.569999999999496;
1.0;32.664999999999914;2422.277999999965;5200.0;40.0;78.72499999999987;32.664999999999914;25.0;9583.377999999802;25.0;25.0;2.581725000000051;1.41;1.33;3.1725000000000096;0.52;3.52;30.549999999999933;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;39.73000000000009;1.0;1240.0;7211.100000000051;6.78;52.72999999999949;
1.0;32.80399999999992;2422.3727999999646;5200.0;40.0;79.05999999999986;32.80399999999992;25.0;9583.732799999802;25.0;25.0;2.5818600000000513;1.41;1.33;3.1860000000000097;0.52;3.52;30.679999999999932;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;39.82000000000009;1.0;1240.0;7211.3600000000515;6.78;52.88999999999949;
1.0;32.94299999999992;2422.4675999999645;5200.0;40.0;79.39499999999985;32.94299999999992;25.0;9584.0875999998;25.0;25.0;2.5819950000000516;1.41;1.33;3.19950000000001;0.52;3.52;30.80999999999993;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;39.910000000000096;1.0;1240.0;7211.620000000052;6.78;53.049999999999486;
1.0;33.08199999999992;2422.5623999999643;5200.0;40.0;79.72999999999985;33.08199999999992;25.0;9584.4423999998;25.0;25.0;2.5821300000000518;1.41;1.33;3.21300000000001;0.52;3.52;30.93999999999993;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;40.0000000000001;1.0;1240.0;7211.880000000052;6.78;53.20999999999948;
1.0;33.220999999999925;2422.657199999964;5200.0;40.0;80.06499999999984;33.220999999999925;25.0;9584.797199999799;25.0;25.0;2.582265000000052;1.41;1.33;3.22650000000001;0.52;3.52;31.06999999999993;200.0;40.0;0.0;40.0;15.0;100.0;0.0;0.0;40.0900000000001;1.0;1240.0;7212.140000000052;6.78;53.36999999999948;
1.0;33.35999999999993;2422.751999999964;5200.0;40.0;80.39999999999984;33.35999999999993;25.0;9585.151999999798;25.0;25.0;2.582400000000052;1.41;1.33;3.24000000000001;0.52;3.52;31.19999999999993;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;40.180000000000106;1.0;1240.0;7212.400000000052;6.78;53.529999999999475;
1.0;33.49899999999993;2422.846799999964;5200.0;40.0;80.73499999999983;33.49899999999993;25.0;9585.506799999797;25.0;25.0;2.5825350000000524;1.41;1.33;3.25350000000001;0.52;3.52;31.329999999999927;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;40.27000000000011;1.0;1240.0;7212.660000000053;6.78;53.68999999999947;
1.0;33.637999999999934;2422.9415999999637;5200.0;40.0;81.06999999999982;33.637999999999934;25.0;9585.861599999796;25.0;25.0;2.5826700000000526;1.41;1.33;3.26700000000001;0.52;3.52;31.459999999999926;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;40.36000000000011;1.0;1240.0;7212.920000000053;6.78;53.84999999999947;
1.0;33.77699999999994;2423.0363999999636;5200.0;40.0;81.40499999999982;33.77699999999994;25.0;9586.216399999796;25.0;25.0;2.582805000000053;1.41;1.33;3.28050000000001;0.52;3.52;31.589999999999925;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;40.45000000000012;1.0;1240.0;7213.180000000053;6.78;54.009999999999465;
1.0;33.91599999999994;2423.1311999999634;5200.0;40.0;81.73999999999981;33.91599999999994;25.0;9586.571199999795;25.0;25.0;2.582940000000053;1.41;1.33;3.2940000000000103;0.52;3.52;31.719999999999924;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;40.54000000000012;1.0;1240.0;7213.440000000053;6.78;54.16999999999946;
1.0;34.05499999999994;2423.2259999999633;5200.0;40.0;82.0749999999998;34.05499999999994;25.0;9586.925999999794;25.0;25.0;2.5830750000000533;1.41;1.33;3.3075000000000103;0.52;3.52;31.849999999999923;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;40.63000000000012;1.0;1240.0;7213.7000000000535;6.78;54.32999999999946;
1.0;34.193999999999946;2423.320799999963;5200.0;40.0;82.4099999999998;34.193999999999946;25.0;9587.280799999793;25.0;25.0;2.5832100000000535;1.41;1.33;3.3210000000000104;0.52;3.52;31.979999999999922;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;40.72000000000013;1.0;1240.0;7213.960000000054;6.78;54.489999999999455;
1.0;34.33299999999995;2423.415599999963;5200.0;40.0;82.74499999999979;34.33299999999995;25.0;9587.635599999792;25.0;25.0;2.5833450000000537;1.41;1.33;3.3345000000000105;0.52;3.52;32.10999999999992;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;40.81000000000013;1.0;1240.0;7214.220000000054;6.78;54.64999999999945;
1.0;34.47199999999995;2423.510399999963;5200.0;40.0;83.07999999999979;34.47199999999995;25.0;9587.990399999791;25.0;25.0;2.583480000000054;1.41;1.33;3.3480000000000105;0.52;3.52;32.239999999999924;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;40.900000000000134;1.0;1240.0;7214.480000000054;6.78;54.80999999999945;
1.0;34.610999999999954;2423.6051999999627;5200.0;40.0;83.41499999999978;34.610999999999954;25.0;9588.34519999979;25.0;25.0;2.583615000000054;1.41;1.33;3.3615000000000106;0.52;3.52;32.369999999999926;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;40.99000000000014;1.0;1240.0;7214.740000000054;6.78;54.969999999999445;
1.0;34.74999999999996;2423.6999999999625;5200.0;40.0;83.74999999999977;34.74999999999996;25.0;9588.69999999979;25.0;25.0;2.5837500000000544;1.41;1.33;3.3750000000000107;0.52;3.52;32.49999999999993;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;41.08000000000014;1.0;1240.0;7215.000000000055;6.78;55.12999999999944;
1.0;34.88899999999996;2423.7947999999624;5200.0;40.0;84.08499999999977;34.88899999999996;25.0;9589.054799999789;25.0;25.0;2.5838850000000546;1.41;1.33;3.3885000000000107;0.52;3.52;32.62999999999993;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;41.170000000000144;1.0;1240.0;7215.260000000055;6.78;55.28999999999944;
1.0;35.02799999999996;2423.8895999999622;5200.0;40.0;84.41999999999976;35.02799999999996;25.0;9589.409599999788;25.0;25.0;2.584020000000055;1.41;1.33;3.402000000000011;0.52;3.52;32.759999999999934;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;41.26000000000015;1.0;1240.0;7215.520000000055;6.78;55.449999999999434;
1.0;35.166999999999966;2423.984399999962;5200.0;40.0;84.75499999999975;35.166999999999966;25.0;9589.764399999787;25.0;25.0;2.584155000000055;1.41;1.33;3.415500000000011;0.52;3.52;32.88999999999994;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;41.35000000000015;1.0;1240.0;7215.780000000055;6.78;55.60999999999943;
1.0;35.30599999999997;2424.079199999962;5200.0;40.0;85.08999999999975;35.30599999999997;25.0;9590.119199999786;25.0;25.0;2.5842900000000553;1.41;1.33;3.429000000000011;0.52;3.52;33.01999999999994;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;41.440000000000154;1.0;1240.0;7216.040000000055;6.78;55.76999999999943;
1.0;35.44499999999997;2424.173999999962;5200.0;40.0;85.42499999999974;35.44499999999997;25.0;9590.473999999786;25.0;25.0;2.5844250000000555;1.41;1.33;3.442500000000011;0.52;3.52;33.14999999999994;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;41.53000000000016;1.0;1240.0;7216.300000000056;6.78;55.929999999999424;
1.0;35.583999999999975;2424.2687999999616;5200.0;40.0;85.75999999999974;35.583999999999975;25.0;9590.828799999785;25.0;25.0;2.5845600000000557;1.41;1.33;3.456000000000011;0.52;3.52;33.279999999999944;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;41.62000000000016;1.0;1240.0;7216.560000000056;6.78;56.08999999999942;
1.0;35.72299999999998;2424.3635999999615;5200.0;40.0;86.09499999999973;35.72299999999998;25.0;9591.183599999784;25.0;25.0;2.584695000000056;1.41;1.33;3.469500000000011;0.52;3.52;33.40999999999995;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;41.710000000000164;1.0;1240.0;7216.820000000056;6.78;56.24999999999942;
1.0;35.86199999999998;2424.4583999999613;5200.0;40.0;86.42999999999972;35.86199999999998;25.0;9591.538399999783;25.0;25.0;2.584830000000056;1.41;1.33;3.483000000000011;0.52;3.52;33.53999999999995;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;41.80000000000017;1.0;1240.0;7217.080000000056;6.78;56.409999999999414;
1.0;36.00099999999998;2424.553199999961;5200.0;40.0;86.76499999999972;36.00099999999998;25.0;9591.893199999782;25.0;25.0;2.5849650000000564;1.41;1.33;3.4965000000000113;0.52;3.52;33.66999999999995;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;41.89000000000017;1.0;1240.0;7217.3400000000565;6.78;56.56999999999941;
1.0;36.139999999999986;2424.647999999961;5200.0;40.0;87.09999999999971;36.139999999999986;25.0;9592.247999999781;25.0;25.0;2.5851000000000566;1.41;1.33;3.5100000000000113;0.52;3.52;33.799999999999955;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;41.980000000000175;1.0;1240.0;7217.600000000057;6.78;56.72999999999941;
1.0;36.27899999999999;2424.742799999961;5200.0;40.0;87.4349999999997;36.27899999999999;25.0;9592.60279999978;25.0;25.0;2.585235000000057;1.41;1.33;3.5235000000000114;0.52;3.52;33.92999999999996;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;42.07000000000018;1.0;1240.0;7217.860000000057;6.78;56.889999999999404;
1.0;36.41799999999999;2424.8375999999607;5200.0;40.0;87.7699999999997;36.41799999999999;25.0;9592.95759999978;25.0;25.0;2.585370000000057;1.41;1.33;3.5370000000000115;0.52;3.52;34.05999999999996;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;42.16000000000018;1.0;1240.0;7218.120000000057;6.78;57.0499999999994;
1.0;36.556999999999995;2424.9323999999606;5200.0;40.0;88.10499999999969;36.556999999999995;25.0;9593.312399999779;25.0;25.0;2.5855050000000572;1.41;1.33;3.5505000000000115;0.52;3.52;34.18999999999996;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;42.250000000000185;1.0;1240.0;7218.380000000057;6.78;57.2099999999994;
1.0;36.696;2425.0271999999604;5200.0;40.0;88.43999999999969;36.696;25.0;9593.667199999778;25.0;25.0;2.5856400000000574;1.41;1.33;3.5640000000000116;0.52;3.52;34.319999999999965;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;42.34000000000019;1.0;1240.0;7218.640000000058;6.78;57.36999999999939;
1.0;36.835;2425.1219999999603;5200.0;40.0;88.77499999999968;36.835;25.0;9594.021999999777;25.0;25.0;2.5857750000000577;1.41;1.33;3.5775000000000117;0.52;3.52;34.44999999999997;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;42.43000000000019;1.0;1240.0;7218.900000000058;6.78;57.52999999999939;
1.0;36.974000000000004;2425.21679999996;5200.0;40.0;89.10999999999967;36.974000000000004;25.0;9594.376799999776;25.0;25.0;2.585910000000058;1.41;1.33;3.5910000000000117;0.52;3.52;34.57999999999997;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;42.520000000000195;1.0;1240.0;7219.160000000058;6.78;57.68999999999939;
1.0;37.11300000000001;2425.31159999996;5200.0;40.0;89.44499999999967;37.11300000000001;25.0;9594.731599999775;25.0;25.0;2.586045000000058;1.41;1.33;3.604500000000012;0.52;3.52;34.70999999999997;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;42.6100000000002;1.0;1240.0;7219.420000000058;6.78;57.84999999999938;
1.0;37.25200000000001;2425.40639999996;5200.0;40.0;89.77999999999966;37.25200000000001;25.0;9595.086399999775;25.0;25.0;2.5861800000000583;1.41;1.33;3.618000000000012;0.52;3.52;34.839999999999975;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;42.7000000000002;1.0;1240.0;7219.6800000000585;6.78;58.00999999999938;
1.0;37.39100000000001;2425.5011999999597;5200.0;40.0;90.11499999999965;37.39100000000001;25.0;9595.441199999774;25.0;25.0;2.5863150000000585;1.41;1.33;3.631500000000012;0.52;3.52;34.96999999999998;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;42.790000000000205;1.0;1240.0;7219.940000000059;6.78;58.169999999999376;
1.0;37.530000000000015;2425.5959999999595;5200.0;40.0;90.44999999999965;37.530000000000015;25.0;9595.795999999773;25.0;25.0;2.5864500000000588;1.41;1.33;3.645000000000012;0.52;3.52;35.09999999999998;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;42.88000000000021;1.0;1240.0;7220.200000000059;6.78;58.279999999999376;
1.0;37.66900000000002;2425.6907999999594;5200.0;40.0;90.78499999999964;37.66900000000002;25.0;9596.150799999772;25.0;25.0;2.586585000000059;1.41;1.33;3.658500000000012;0.52;3.52;35.22999999999998;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;42.97000000000021;1.0;1240.0;7220.460000000059;6.78;58.389999999999375;
1.0;37.80800000000002;2425.7855999999592;5200.0;40.0;91.11999999999964;37.80800000000002;25.0;9596.505599999771;25.0;25.0;2.586720000000059;1.41;1.33;3.672000000000012;0.52;3.52;35.359999999999985;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;43.060000000000215;1.0;1240.0;7220.720000000059;6.78;58.499999999999375;
1.0;37.947000000000024;2425.880399999959;5200.0;40.0;91.45499999999963;37.947000000000024;25.0;9596.86039999977;25.0;25.0;2.5868550000000594;1.41;1.33;3.685500000000012;0.52;3.52;35.48999999999999;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;43.15000000000022;1.0;1240.0;7220.98000000006;6.78;58.609999999999374;
1.0;38.08600000000003;2425.975199999959;5200.0;40.0;91.78999999999962;38.08600000000003;25.0;9597.21519999977;25.0;25.0;2.5869900000000596;1.41;1.33;3.6990000000000123;0.52;3.52;35.61999999999999;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;43.24000000000022;1.0;1240.0;7221.24000000006;6.78;58.719999999999374;
1.0;38.22500000000003;2426.069999999959;5200.0;40.0;92.12499999999962;38.22500000000003;25.0;9597.569999999769;25.0;25.0;2.58712500000006;1.41;1.33;3.7125000000000123;0.52;3.52;35.74999999999999;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;43.330000000000226;1.0;1240.0;7221.50000000006;6.78;58.82999999999937;
1.0;38.36400000000003;2426.1647999999586;5200.0;40.0;92.45999999999961;38.36400000000003;25.0;9597.924799999768;25.0;25.0;2.58726000000006;1.41;1.33;3.7260000000000124;0.52;3.52;35.879999999999995;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;43.42000000000023;1.0;1240.0;7221.76000000006;6.78;58.93999999999937;
1.0;38.503000000000036;2426.2595999999585;5200.0;40.0;92.7949999999996;38.503000000000036;25.0;9598.279599999767;25.0;25.0;2.5873950000000603;1.41;1.33;3.7395000000000125;0.52;3.52;36.01;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;43.51000000000023;1.0;1240.0;7222.0200000000605;6.78;59.04999999999937;
1.0;38.64200000000004;2426.3543999999583;5200.0;40.0;93.1299999999996;38.64200000000004;25.0;9598.634399999766;25.0;25.0;2.5875300000000605;1.41;1.33;3.7530000000000125;0.52;3.52;36.14;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;43.600000000000236;1.0;1240.0;7222.280000000061;6.78;59.15999999999937;
1.0;38.78100000000004;2426.449199999958;5200.0;40.0;93.46499999999959;38.78100000000004;25.0;9598.989199999765;25.0;25.0;2.5876650000000607;1.41;1.33;3.7665000000000126;0.52;3.52;36.27;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;43.69000000000024;1.0;1240.0;7222.540000000061;6.78;59.26999999999937;
1.0;38.920000000000044;2426.543999999958;5200.0;40.0;93.79999999999959;38.920000000000044;25.0;9599.343999999764;25.0;25.0;2.587800000000061;1.41;1.33;3.7800000000000127;0.52;3.52;36.400000000000006;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;43.78000000000024;1.0;1240.0;7222.800000000061;6.78;59.37999999999937;
1.0;39.05900000000005;2426.638799999958;5200.0;40.0;94.13499999999958;39.05900000000005;25.0;9599.698799999764;25.0;25.0;2.587935000000061;1.41;1.33;3.7935000000000128;0.52;3.52;36.53000000000001;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;43.870000000000246;1.0;1240.0;7223.060000000061;6.78;59.48999999999937;
1.0;39.19800000000005;2426.7335999999577;5200.0;40.0;94.46999999999957;39.19800000000005;25.0;9600.053599999763;25.0;25.0;2.5880700000000614;1.41;1.33;3.807000000000013;0.52;3.52;36.66000000000001;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;43.96000000000025;1.0;1240.0;7223.320000000062;6.78;59.59999999999937;
1.0;39.33700000000005;2426.8283999999576;5200.0;40.0;94.80499999999957;39.33700000000005;25.0;9600.408399999762;25.0;25.0;2.5882050000000616;1.41;1.33;3.820500000000013;0.52;3.52;36.79000000000001;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;44.05000000000025;1.0;1240.0;7223.580000000062;6.78;59.70999999999937;
1.0;39.476000000000056;2426.9231999999574;5200.0;40.0;95.13999999999956;39.476000000000056;25.0;9600.763199999761;25.0;25.0;2.588340000000062;1.41;1.33;3.834000000000013;0.52;3.52;36.920000000000016;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;44.140000000000256;1.0;1240.0;7223.840000000062;6.78;59.81999999999937;
1.0;39.61500000000006;2427.0179999999573;5200.0;40.0;95.47499999999955;39.61500000000006;25.0;9601.11799999976;25.0;25.0;2.588475000000062;1.41;1.33;3.847500000000013;0.52;3.52;37.05000000000002;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;44.23000000000026;1.0;1240.0;7224.100000000062;6.78;59.92999999999937;
1.0;39.75400000000006;2427.112799999957;5200.0;40.0;95.80999999999955;39.75400000000006;25.0;9601.47279999976;25.0;25.0;2.5886100000000623;1.41;1.33;3.861000000000013;0.52;3.52;37.18000000000002;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;44.32000000000026;1.0;1240.0;7224.360000000062;6.78;60.03999999999937;
1.0;39.893000000000065;2427.207599999957;5200.0;40.0;96.14499999999954;39.893000000000065;25.0;9601.827599999759;25.0;25.0;2.5887450000000625;1.41;1.33;3.874500000000013;0.52;3.52;37.310000000000024;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;44.41000000000027;1.0;1240.0;7224.620000000063;6.78;60.149999999999366;
1.0;40.03200000000007;2427.302399999957;5200.0;40.0;96.47999999999954;40.03200000000007;25.0;9602.182399999758;25.0;25.0;2.5888800000000627;1.41;1.33;3.8880000000000132;0.52;3.52;37.440000000000026;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;44.50000000000027;1.0;1240.0;7224.880000000063;6.78;60.259999999999366;
1.0;40.17100000000007;2427.3971999999567;5200.0;40.0;96.81499999999953;40.17100000000007;25.0;9602.537199999757;25.0;25.0;2.589015000000063;1.41;1.33;3.9015000000000133;0.52;3.52;37.57000000000003;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;44.59000000000027;1.0;1240.0;7225.140000000063;6.78;60.369999999999365;
1.0;40.31000000000007;2427.4919999999565;5200.0;40.0;97.14999999999952;40.31000000000007;25.0;9602.891999999756;25.0;25.0;2.589150000000063;1.41;1.33;3.9150000000000134;0.52;3.52;37.70000000000003;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;44.68000000000028;1.0;1240.0;7225.400000000063;6.78;60.479999999999364;
1.0;40.449000000000076;2427.5867999999564;5200.0;40.0;97.48499999999952;40.449000000000076;25.0;9603.246799999755;25.0;25.0;2.5892850000000633;1.41;1.33;3.9285000000000134;0.52;3.52;37.830000000000034;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;44.77000000000028;1.0;1240.0;7225.6600000000635;6.78;60.589999999999364;
1.0;40.58800000000008;2427.6815999999562;5200.0;40.0;97.81999999999951;40.58800000000008;25.0;9603.601599999754;25.0;25.0;2.5894200000000636;1.41;1.33;3.9420000000000135;0.52;3.52;37.960000000000036;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;44.860000000000284;1.0;1240.0;7225.920000000064;6.78;60.69999999999936;
1.0;40.72700000000008;2427.776399999956;5200.0;40.0;98.1549999999995;40.72700000000008;25.0;9603.956399999754;25.0;25.0;2.589555000000064;1.41;1.33;3.9555000000000136;0.52;3.52;38.09000000000004;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;44.95000000000029;1.0;1240.0;7226.180000000064;6.78;60.80999999999936;
1.0;40.866000000000085;2427.871199999956;5200.0;40.0;98.4899999999995;40.866000000000085;25.0;9604.311199999753;25.0;25.0;2.589690000000064;1.41;1.33;3.9690000000000136;0.52;3.52;38.22000000000004;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;45.04000000000029;1.0;1240.0;7226.440000000064;6.78;60.91999999999936;
1.0;41.00500000000009;2427.965999999956;5200.0;40.0;98.82499999999949;41.00500000000009;25.0;9604.665999999752;25.0;25.0;2.589825000000064;1.41;1.33;3.9825000000000137;0.52;3.52;38.350000000000044;200.0;40.0;0.0;40.0;15.0;100.0;30.0;0.0;45.130000000000294;1.0;1240.0;7226.700000000064;6.78;61.02999999999936;
